Case_ID,Work_Order_ID,Account_ID,Site_Name,Case_Type,Priority,Status,Engineer_Assigned,Open_Date,Close_Date,Resolution_Time_Hours,SLA_Status,Curtailed_kWh,Revenue_Leakage_EUR,Resolution_Code,County
CASE-00564,WO-00564,ACC-010,South Dublin Wind Site,Sensor Dropout,High,In Progress,Niamh Walsh,2024-11-12 00:00:00,,,Breached,78.16,6.64,,Wicklow
CASE-00565,WO-00565,ACC-008,Fingal Wind Farm,Sensor Dropout,Medium,In Progress,Aoife Kelly,2025-04-25 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00566,WO-00566,ACC-009,South Dublin Wind Site,Sensor Dropout,Medium,Closed,Seán O'Brien,2024-07-17 00:00:00,2024-07-17 13:24:17,13.4,Within SLA,83.13,7.07,Firmware Updated,South
CASE-00567,WO-00567,ACC-011,Kildare Solar Park,Inverter Failure,Low,Closed,Niamh Walsh,2025-01-11 00:00:00,2025-01-15 01:59:13,97.99,Breached,0.0,0.0,Inverter Repaired,Fingal
CASE-00568,WO-00568,ACC-011,Meath Wind Farm,Safety Inspection,Critical,Escalated,Seán O'Brien,2025-03-27 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00569,WO-00569,ACC-018,South Dublin Wind Site,Panel Soiling,Low,In Progress,Ciarán Murphy,2025-04-17 00:00:00,,,Breached,356.75,30.32,,Wicklow
CASE-00570,WO-00570,ACC-003,Fingal Wind Farm,Safety Inspection,Medium,Closed,Sinéad Byrne,2024-10-15 00:00:00,2024-10-15 14:04:52,14.08,Within SLA,0.0,0.0,Meter Recalibrated,Meath
CASE-00571,WO-00571,ACC-005,South Dublin Wind Site,Meter Reading Issue,Medium,Closed,Sinéad Byrne,2025-01-26 00:00:00,2025-01-27 15:03:48,39.06,Breached,0.0,0.0,Firmware Updated,Kildare
CASE-00572,WO-00572,ACC-005,Wicklow Solar Park,Inverter Failure,Medium,Escalated,Seán O'Brien,2025-05-29 00:00:00,,,Breached,175.53,14.92,,South
CASE-00573,WO-00573,ACC-008,Kildare Solar Park,Grid Curtailment Complaint,Low,Closed,Seán O'Brien,2025-06-24 00:00:00,2025-06-30 08:40:46,152.68,Breached,0.0,0.0,Meter Recalibrated,Fingal
CASE-00574,WO-00574,ACC-013,Wicklow Solar Park,Maintenance Request,Medium,Open,Niamh Walsh,2025-03-04 00:00:00,,,Breached,226.64,19.26,,Meath
CASE-00575,WO-00575,ACC-005,Meath Wind Farm,Panel Soiling,Medium,Closed,Ciarán Murphy,2024-06-14 00:00:00,2024-06-16 06:33:35,54.56,Breached,154.46,13.13,Firmware Updated,Fingal
CASE-00576,WO-00576,ACC-007,Kildare Solar Park,Sensor Dropout,Low,Open,Niamh Walsh,2024-07-23 00:00:00,,,Breached,18.96,1.61,,Meath
CASE-00577,WO-00577,ACC-003,Wicklow Solar Park,Turbine Fault,Medium,In Progress,Declan Ryan,2024-05-21 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00578,WO-00578,ACC-014,Wicklow Solar Park,Meter Reading Issue,Low,Closed,Declan Ryan,2024-09-13 00:00:00,2024-09-19 00:20:22,144.34,Breached,0.0,0.0,Meter Recalibrated,Fingal
CASE-00579,WO-00579,ACC-014,Meath Wind Farm,Inverter Failure,Medium,Open,Niamh Walsh,2024-02-23 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00580,WO-00580,ACC-011,Meath Wind Farm,Safety Inspection,Medium,Closed,Aoife Kelly,2025-05-07 00:00:00,2025-05-08 17:28:45,41.48,Breached,73.55,6.25,Firmware Updated,Fingal
CASE-00581,WO-00581,ACC-018,Wicklow Solar Park,Panel Soiling,Critical,Escalated,Sinéad Byrne,2025-01-15 00:00:00,,,Breached,750.8,63.82,,Wicklow
CASE-00582,WO-00582,ACC-015,Meath Wind Farm,Safety Inspection,Low,Closed,Ciarán Murphy,2024-04-15 00:00:00,2024-04-19 08:17:30,104.29,Breached,525.28,44.65,Sensor Replaced,Wicklow
CASE-00583,WO-00583,ACC-014,Meath Wind Farm,Maintenance Request,Medium,Open,Sinéad Byrne,2025-06-12 00:00:00,,,Breached,668.37,56.81,,Meath
CASE-00584,WO-00584,ACC-002,Kildare Solar Park,Grid Curtailment Complaint,Medium,Closed,Declan Ryan,2024-05-07 00:00:00,2024-05-08 02:45:21,26.76,Breached,0.0,0.0,Panel Cleaned,Kildare
CASE-00585,WO-00585,ACC-007,Wicklow Solar Park,Sensor Dropout,Medium,Closed,Seán O'Brien,2024-10-18 00:00:00,2024-10-18 09:29:36,9.49,Within SLA,0.0,0.0,Panel Cleaned,Meath
CASE-00586,WO-00586,ACC-014,Fingal Wind Farm,Safety Inspection,Critical,In Progress,Declan Ryan,2024-03-26 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00587,WO-00587,ACC-013,Kildare Solar Park,Sensor Dropout,Low,Closed,Seán O'Brien,2024-06-13 00:00:00,2024-06-17 09:31:22,105.52,Breached,0.0,0.0,Scheduled Maintenance Done,Meath
CASE-00588,WO-00588,ACC-019,Meath Wind Farm,Turbine Fault,Medium,In Progress,Declan Ryan,2024-10-06 00:00:00,,,Breached,760.39,64.63,,Meath
CASE-00589,WO-00589,ACC-001,Wicklow Solar Park,Sensor Dropout,Medium,Open,Seán O'Brien,2025-04-05 00:00:00,,,Breached,510.47,43.39,,Meath
CASE-00590,WO-00590,ACC-019,Fingal Wind Farm,Maintenance Request,Low,Open,Sinéad Byrne,2025-06-09 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00591,WO-00591,ACC-013,Fingal Wind Farm,Panel Soiling,Low,In Progress,Aoife Kelly,2024-05-30 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00592,WO-00592,ACC-016,Fingal Wind Farm,Safety Inspection,Medium,Open,Declan Ryan,2025-03-23 00:00:00,,,Breached,566.46,48.15,,South
CASE-00593,WO-00593,ACC-001,Fingal Wind Farm,Turbine Fault,Critical,In Progress,Aoife Kelly,2024-04-03 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00594,WO-00594,ACC-012,Wicklow Solar Park,Safety Inspection,High,Closed,Declan Ryan,2024-08-15 00:00:00,2024-08-15 06:26:20,6.44,Within SLA,0.0,0.0,,Fingal
CASE-00595,WO-00595,ACC-010,South Dublin Wind Site,Sensor Dropout,Medium,Open,Declan Ryan,2025-04-06 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00596,WO-00596,ACC-013,Kildare Solar Park,Grid Curtailment Complaint,Medium,Closed,Declan Ryan,2024-12-23 00:00:00,2024-12-25 01:33:41,49.56,Breached,95.98,8.16,Meter Recalibrated,Kildare
CASE-00597,WO-00597,ACC-014,Wicklow Solar Park,Maintenance Request,Medium,Closed,Ciarán Murphy,2024-01-28 00:00:00,2024-01-30 00:53:18,48.89,Breached,0.0,0.0,Panel Cleaned,Fingal
CASE-00598,WO-00598,ACC-018,Fingal Wind Farm,Sensor Dropout,Medium,In Progress,Sinéad Byrne,2025-02-28 00:00:00,,,Breached,685.15,58.24,,Fingal
CASE-00599,WO-00599,ACC-018,Wicklow Solar Park,Panel Soiling,Medium,Closed,Aoife Kelly,2024-02-24 00:00:00,2024-02-25 03:19:45,27.33,Breached,0.0,0.0,Scheduled Maintenance Done,Kildare
CASE-00600,WO-00600,ACC-020,Fingal Wind Farm,Meter Reading Issue,Medium,In Progress,Seán O'Brien,2025-02-09 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00601,WO-00601,ACC-008,Fingal Wind Farm,Grid Curtailment Complaint,Low,Open,Seán O'Brien,2025-05-29 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00602,WO-00602,ACC-016,Wicklow Solar Park,Grid Curtailment Complaint,Medium,In Progress,Sinéad Byrne,2025-01-17 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00603,WO-00603,ACC-008,Wicklow Solar Park,Turbine Fault,Medium,Closed,Niamh Walsh,2024-08-29 00:00:00,2024-08-30 14:18:06,38.3,Breached,0.0,0.0,Panel Cleaned,Fingal
CASE-00604,WO-00604,ACC-009,Wicklow Solar Park,Meter Reading Issue,High,Open,Sinéad Byrne,2025-01-30 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00605,WO-00605,ACC-014,Kildare Solar Park,Grid Curtailment Complaint,Critical,Closed,Sinéad Byrne,2024-03-24 00:00:00,2024-03-24 07:43:27,7.72,Breached,0.0,0.0,Inverter Repaired,South
CASE-00606,WO-00606,ACC-016,Wicklow Solar Park,Panel Soiling,High,In Progress,Niamh Walsh,2025-01-18 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00607,WO-00607,ACC-001,Meath Wind Farm,Sensor Dropout,Medium,In Progress,Seán O'Brien,2024-08-17 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00608,WO-00608,ACC-013,Kildare Solar Park,Turbine Fault,Low,Closed,Declan Ryan,2024-01-29 00:00:00,2024-02-03 22:13:40,142.23,Breached,0.0,0.0,Inverter Repaired,Wicklow
CASE-00609,WO-00609,ACC-011,Kildare Solar Park,Inverter Failure,High,Closed,Sinéad Byrne,2024-11-22 00:00:00,2024-11-22 14:39:43,14.66,Breached,0.0,0.0,Meter Recalibrated,Kildare
CASE-00610,WO-00610,ACC-013,South Dublin Wind Site,Grid Curtailment Complaint,Low,In Progress,Declan Ryan,2024-04-11 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00611,WO-00611,ACC-006,Meath Wind Farm,Panel Soiling,High,Closed,Seán O'Brien,2024-12-09 00:00:00,2024-12-09 04:07:11,4.12,Within SLA,0.0,0.0,Firmware Updated,Meath
CASE-00612,WO-00612,ACC-015,South Dublin Wind Site,Sensor Dropout,High,Closed,Niamh Walsh,2024-05-29 00:00:00,2024-05-29 04:45:22,4.76,Within SLA,103.93,8.83,Inverter Repaired,Wicklow
CASE-00613,WO-00613,ACC-005,Fingal Wind Farm,Grid Curtailment Complaint,Medium,In Progress,Aoife Kelly,2024-05-20 00:00:00,,,Breached,525.12,44.64,,Fingal
CASE-00614,WO-00614,ACC-020,Meath Wind Farm,Safety Inspection,High,Closed,Declan Ryan,2024-02-09 00:00:00,2024-02-09 10:47:51,10.8,Breached,0.0,0.0,Pending Investigation,Meath
CASE-00615,WO-00615,ACC-018,South Dublin Wind Site,Panel Soiling,Medium,In Progress,Aoife Kelly,2024-10-20 00:00:00,,,Breached,719.92,61.19,,Wicklow
CASE-00616,WO-00616,ACC-001,Kildare Solar Park,Meter Reading Issue,Medium,Open,Sinéad Byrne,2025-04-28 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00617,WO-00617,ACC-013,Kildare Solar Park,Panel Soiling,Medium,Closed,Seán O'Brien,2024-05-22 00:00:00,2024-05-22 19:28:36,19.48,Within SLA,452.86,38.49,Meter Recalibrated,Kildare
CASE-00618,WO-00618,ACC-019,Kildare Solar Park,Panel Soiling,Medium,Closed,Ciarán Murphy,2025-04-25 00:00:00,2025-04-27 04:33:28,52.56,Breached,773.73,65.77,Inverter Repaired,South
CASE-00619,WO-00619,ACC-019,Meath Wind Farm,Maintenance Request,High,In Progress,Declan Ryan,2025-04-04 00:00:00,,,Breached,716.8,60.93,,Kildare
CASE-00620,WO-00620,ACC-001,Fingal Wind Farm,Sensor Dropout,High,In Progress,Niamh Walsh,2024-01-06 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00621,WO-00621,ACC-003,Meath Wind Farm,Inverter Failure,Low,Closed,Declan Ryan,2024-03-22 00:00:00,2024-03-24 18:28:09,66.47,Within SLA,0.0,0.0,Firmware Updated,Fingal
CASE-00622,WO-00622,ACC-014,South Dublin Wind Site,Safety Inspection,High,Open,Sinéad Byrne,2024-01-20 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00623,WO-00623,ACC-005,Kildare Solar Park,Panel Soiling,Low,Closed,Declan Ryan,2024-09-19 00:00:00,2024-09-25 16:28:47,160.48,Breached,0.0,0.0,Sensor Replaced,South
CASE-00624,WO-00624,ACC-015,Wicklow Solar Park,Sensor Dropout,Medium,Closed,Seán O'Brien,2024-08-08 00:00:00,2024-08-09 04:46:35,28.78,Breached,556.52,47.3,Panel Cleaned,Fingal
CASE-00625,WO-00625,ACC-006,Meath Wind Farm,Grid Curtailment Complaint,Medium,Open,Ciarán Murphy,2024-06-02 00:00:00,,,Breached,202.67,17.23,,Fingal
CASE-00626,WO-00626,ACC-002,Fingal Wind Farm,Turbine Fault,High,In Progress,Ciarán Murphy,2025-06-24 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00627,WO-00627,ACC-009,Wicklow Solar Park,Meter Reading Issue,Low,Closed,Declan Ryan,2025-03-09 00:00:00,2025-03-11 03:32:27,51.54,Within SLA,0.0,0.0,Panel Cleaned,Kildare
CASE-00628,WO-00628,ACC-013,Meath Wind Farm,Meter Reading Issue,High,Open,Aoife Kelly,2024-04-23 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00629,WO-00629,ACC-011,Fingal Wind Farm,Turbine Fault,High,Closed,Ciarán Murphy,2024-10-22 00:00:00,2024-10-22 14:52:51,14.88,Breached,0.0,0.0,Meter Recalibrated,Kildare
CASE-00630,WO-00630,ACC-007,Wicklow Solar Park,Sensor Dropout,High,In Progress,Aoife Kelly,2024-08-31 00:00:00,,,Breached,373.56,31.75,,Fingal
CASE-00631,WO-00631,ACC-015,Wicklow Solar Park,Safety Inspection,Medium,Escalated,Declan Ryan,2024-11-04 00:00:00,,,Breached,748.95,63.66,,Wicklow
CASE-00632,WO-00632,ACC-011,Wicklow Solar Park,Meter Reading Issue,Low,Open,Declan Ryan,2024-05-04 00:00:00,,,Breached,511.02,43.44,,South
CASE-00633,WO-00633,ACC-011,Meath Wind Farm,Sensor Dropout,High,Closed,Ciarán Murphy,2024-02-18 00:00:00,2024-02-18 16:17:37,16.29,Breached,0.0,0.0,Panel Cleaned,Meath
CASE-00634,WO-00634,ACC-013,Meath Wind Farm,Safety Inspection,Medium,Closed,Declan Ryan,2024-09-01 00:00:00,2024-09-02 13:43:03,37.72,Breached,738.16,62.74,Scheduled Maintenance Done,South
CASE-00635,WO-00635,ACC-009,South Dublin Wind Site,Meter Reading Issue,High,Closed,Niamh Walsh,2025-03-05 00:00:00,2025-03-05 04:28:25,4.47,Within SLA,0.0,0.0,Pending Investigation,Meath
CASE-00636,WO-00636,ACC-014,Meath Wind Farm,Maintenance Request,Medium,Open,Declan Ryan,2025-04-13 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00637,WO-00637,ACC-009,Kildare Solar Park,Grid Curtailment Complaint,Medium,Closed,Sinéad Byrne,2024-03-05 00:00:00,2024-03-05 07:34:47,7.58,Within SLA,0.0,0.0,Pending Investigation,Kildare
CASE-00638,WO-00638,ACC-003,Meath Wind Farm,Maintenance Request,Critical,In Progress,Ciarán Murphy,2024-04-23 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00639,WO-00639,ACC-016,South Dublin Wind Site,Meter Reading Issue,Medium,In Progress,Sinéad Byrne,2025-05-26 00:00:00,,,Breached,0.0,0.0,,South
CASE-00640,WO-00640,ACC-001,Wicklow Solar Park,Turbine Fault,High,Escalated,Seán O'Brien,2024-01-17 00:00:00,,,Breached,221.11,18.79,,Meath
CASE-00641,WO-00641,ACC-018,Kildare Solar Park,Turbine Fault,Medium,Escalated,Sinéad Byrne,2025-06-11 00:00:00,,,Breached,0.0,0.0,,South
CASE-00642,WO-00642,ACC-002,South Dublin Wind Site,Maintenance Request,Medium,Open,Sinéad Byrne,2024-09-04 00:00:00,,,Breached,0.0,0.0,,South
CASE-00643,WO-00643,ACC-012,Kildare Solar Park,Meter Reading Issue,Medium,Closed,Ciarán Murphy,2024-05-27 00:00:00,2024-05-28 17:45:36,41.76,Breached,0.0,0.0,Firmware Updated,Meath
CASE-00644,WO-00644,ACC-008,Fingal Wind Farm,Meter Reading Issue,High,Closed,Sinéad Byrne,2024-10-25 00:00:00,2024-10-25 14:30:16,14.5,Breached,0.0,0.0,Firmware Updated,Fingal
CASE-00645,WO-00645,ACC-003,Fingal Wind Farm,Panel Soiling,Low,In Progress,Aoife Kelly,2025-03-15 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00646,WO-00646,ACC-002,South Dublin Wind Site,Maintenance Request,Low,Closed,Ciarán Murphy,2024-01-02 00:00:00,2024-01-04 23:38:19,71.64,Within SLA,0.0,0.0,Scheduled Maintenance Done,Fingal
CASE-00647,WO-00647,ACC-001,Kildare Solar Park,Maintenance Request,Critical,Closed,Sinéad Byrne,2024-12-27 00:00:00,2024-12-27 04:23:16,4.39,Breached,341.59,29.04,Inverter Repaired,Kildare
CASE-00648,WO-00648,ACC-008,Wicklow Solar Park,Panel Soiling,High,In Progress,Niamh Walsh,2024-09-03 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00649,WO-00649,ACC-007,Fingal Wind Farm,Inverter Failure,Low,Closed,Niamh Walsh,2025-03-02 00:00:00,2025-03-03 22:07:00,46.12,Within SLA,722.71,61.43,Panel Cleaned,Meath
CASE-00650,WO-00650,ACC-001,South Dublin Wind Site,Maintenance Request,High,Open,Sinéad Byrne,2024-07-10 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00651,WO-00651,ACC-020,Kildare Solar Park,Meter Reading Issue,High,Closed,Niamh Walsh,2024-03-28 00:00:00,2024-03-28 13:52:03,13.87,Breached,0.0,0.0,Firmware Updated,South
CASE-00652,WO-00652,ACC-005,Fingal Wind Farm,Turbine Fault,Medium,Open,Seán O'Brien,2025-06-20 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00653,WO-00653,ACC-008,Kildare Solar Park,Sensor Dropout,High,Closed,Ciarán Murphy,2025-01-04 00:00:00,2025-01-04 06:51:50,6.86,Within SLA,615.9,52.35,Meter Recalibrated,Meath
CASE-00654,WO-00654,ACC-005,Kildare Solar Park,Safety Inspection,Low,Open,Aoife Kelly,2024-03-10 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00655,WO-00655,ACC-016,Kildare Solar Park,Sensor Dropout,Medium,Open,Seán O'Brien,2025-06-22 00:00:00,,,Breached,258.72,21.99,,Fingal
CASE-00656,WO-00656,ACC-004,Wicklow Solar Park,Inverter Failure,Medium,Open,Declan Ryan,2025-06-03 00:00:00,,,Breached,129.57,11.01,,Kildare
CASE-00657,WO-00657,ACC-019,Kildare Solar Park,Turbine Fault,Medium,Open,Sinéad Byrne,2025-06-03 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00658,WO-00658,ACC-007,Wicklow Solar Park,Panel Soiling,Medium,Open,Niamh Walsh,2024-01-21 00:00:00,,,Breached,0.0,0.0,,South
CASE-00659,WO-00659,ACC-015,Meath Wind Farm,Safety Inspection,Medium,In Progress,Seán O'Brien,2025-02-03 00:00:00,,,Breached,59.2,5.03,,Wicklow
CASE-00660,WO-00660,ACC-009,South Dublin Wind Site,Panel Soiling,High,Escalated,Declan Ryan,2025-04-26 00:00:00,,,Breached,0.0,0.0,,South
CASE-00661,WO-00661,ACC-012,Fingal Wind Farm,Turbine Fault,Low,In Progress,Declan Ryan,2024-02-14 00:00:00,,,Breached,0.0,0.0,,South
CASE-00662,WO-00662,ACC-006,Kildare Solar Park,Grid Curtailment Complaint,Medium,Closed,Niamh Walsh,2025-01-31 00:00:00,2025-02-02 04:20:34,52.34,Breached,621.68,52.84,Panel Cleaned,Meath
CASE-00663,WO-00663,ACC-020,Kildare Solar Park,Panel Soiling,Low,In Progress,Declan Ryan,2025-01-17 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00664,WO-00664,ACC-020,Fingal Wind Farm,Meter Reading Issue,Medium,Open,Sinéad Byrne,2024-09-16 00:00:00,,,Breached,306.24,26.03,,Wicklow
CASE-00665,WO-00665,ACC-004,Kildare Solar Park,Inverter Failure,High,Escalated,Niamh Walsh,2024-01-17 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00666,WO-00666,ACC-006,Meath Wind Farm,Sensor Dropout,Medium,In Progress,Aoife Kelly,2024-12-31 00:00:00,,,Breached,0.0,0.0,,Fingal
CASE-00667,WO-00667,ACC-010,South Dublin Wind Site,Panel Soiling,Critical,Closed,Niamh Walsh,2024-03-10 00:00:00,2024-03-10 04:55:38,4.93,Breached,266.12,22.62,Panel Cleaned,South
CASE-00668,WO-00668,ACC-004,Meath Wind Farm,Panel Soiling,High,In Progress,Seán O'Brien,2024-12-19 00:00:00,,,Breached,48.05,4.08,,South
CASE-00669,WO-00669,ACC-019,South Dublin Wind Site,Safety Inspection,High,Open,Ciarán Murphy,2024-09-03 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00670,WO-00670,ACC-001,Kildare Solar Park,Meter Reading Issue,High,Closed,Ciarán Murphy,2024-04-16 00:00:00,2024-04-16 08:50:07,8.84,Breached,764.48,64.98,Scheduled Maintenance Done,Fingal
CASE-00671,WO-00671,ACC-010,Wicklow Solar Park,Inverter Failure,High,Closed,Seán O'Brien,2024-12-06 00:00:00,2024-12-06 07:14:59,7.25,Within SLA,0.0,0.0,Meter Recalibrated,Meath
CASE-00672,WO-00672,ACC-019,Meath Wind Farm,Inverter Failure,Medium,Closed,Declan Ryan,2024-05-16 00:00:00,2024-05-17 19:08:09,43.14,Breached,0.0,0.0,Meter Recalibrated,Kildare
CASE-00673,WO-00673,ACC-013,South Dublin Wind Site,Maintenance Request,Medium,Closed,Niamh Walsh,2024-02-15 00:00:00,2024-02-16 23:03:45,47.06,Breached,0.0,0.0,Pending Investigation,Wicklow
CASE-00674,WO-00674,ACC-013,Kildare Solar Park,Sensor Dropout,Medium,Open,Ciarán Murphy,2024-12-26 00:00:00,,,Breached,0.0,0.0,,South
CASE-00675,WO-00675,ACC-007,Kildare Solar Park,Maintenance Request,High,Open,Niamh Walsh,2024-12-12 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00676,WO-00676,ACC-003,Meath Wind Farm,Grid Curtailment Complaint,Medium,Escalated,Niamh Walsh,2024-06-28 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00677,WO-00677,ACC-019,South Dublin Wind Site,Sensor Dropout,High,Closed,Aoife Kelly,2025-04-20 00:00:00,2025-04-20 09:40:22,9.67,Breached,211.73,18.0,Scheduled Maintenance Done,Fingal
CASE-00678,WO-00678,ACC-008,Fingal Wind Farm,Grid Curtailment Complaint,Medium,Open,Declan Ryan,2025-05-05 00:00:00,,,Breached,352.46,29.96,,South
CASE-00679,WO-00679,ACC-004,Wicklow Solar Park,Meter Reading Issue,Medium,In Progress,Declan Ryan,2024-07-05 00:00:00,,,Breached,393.38,33.44,,Wicklow
CASE-00680,WO-00680,ACC-010,Kildare Solar Park,Grid Curtailment Complaint,Medium,In Progress,Aoife Kelly,2024-05-18 00:00:00,,,Breached,742.87,63.14,,South
CASE-00681,WO-00681,ACC-020,Meath Wind Farm,Meter Reading Issue,Low,Closed,Seán O'Brien,2024-03-05 00:00:00,2024-03-11 01:45:07,145.75,Breached,0.0,0.0,Pending Investigation,South
CASE-00682,WO-00682,ACC-004,Wicklow Solar Park,Grid Curtailment Complaint,Medium,In Progress,Niamh Walsh,2025-04-13 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00683,WO-00683,ACC-019,Kildare Solar Park,Turbine Fault,Medium,Escalated,Seán O'Brien,2024-02-07 00:00:00,,,Breached,0.0,0.0,,South
CASE-00684,WO-00684,ACC-002,Wicklow Solar Park,Inverter Failure,High,Open,Niamh Walsh,2024-10-27 00:00:00,,,Breached,488.24,41.5,,Meath
CASE-00685,WO-00685,ACC-012,Kildare Solar Park,Turbine Fault,High,Open,Ciarán Murphy,2024-07-25 00:00:00,,,Breached,0.0,0.0,,South
CASE-00686,WO-00686,ACC-018,Meath Wind Farm,Panel Soiling,Medium,Open,Ciarán Murphy,2024-02-14 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00687,WO-00687,ACC-014,Meath Wind Farm,Grid Curtailment Complaint,Critical,In Progress,Sinéad Byrne,2024-07-23 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00688,WO-00688,ACC-012,South Dublin Wind Site,Inverter Failure,Medium,Closed,Declan Ryan,2024-02-12 00:00:00,2024-02-13 08:40:27,32.67,Breached,142.75,12.13,Scheduled Maintenance Done,Wicklow
CASE-00689,WO-00689,ACC-003,Wicklow Solar Park,Grid Curtailment Complaint,Critical,In Progress,Aoife Kelly,2024-11-19 00:00:00,,,Breached,0.0,0.0,,South
CASE-00690,WO-00690,ACC-017,South Dublin Wind Site,Maintenance Request,High,Closed,Declan Ryan,2024-11-13 00:00:00,2024-11-13 08:54:56,8.92,Breached,0.0,0.0,Meter Recalibrated,Kildare
CASE-00691,WO-00691,ACC-011,Meath Wind Farm,Inverter Failure,Low,Open,Ciarán Murphy,2025-06-11 00:00:00,,,Breached,393.65,33.46,,Meath
CASE-00692,WO-00692,ACC-001,Kildare Solar Park,Meter Reading Issue,Low,Closed,Niamh Walsh,2025-02-11 00:00:00,2025-02-15 13:29:52,109.5,Breached,115.1,9.78,Panel Cleaned,South
CASE-00693,WO-00693,ACC-014,Fingal Wind Farm,Safety Inspection,Medium,Open,Niamh Walsh,2025-04-29 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00694,WO-00694,ACC-016,South Dublin Wind Site,Meter Reading Issue,Medium,Closed,Declan Ryan,2024-09-16 00:00:00,2024-09-16 20:35:58,20.6,Within SLA,614.97,52.27,Grid Reconnected,Fingal
CASE-00695,WO-00695,ACC-004,Meath Wind Farm,Grid Curtailment Complaint,Medium,Closed,Seán O'Brien,2024-02-07 00:00:00,2024-02-07 23:23:28,23.39,Within SLA,0.0,0.0,Scheduled Maintenance Done,Meath
CASE-00696,WO-00696,ACC-014,Kildare Solar Park,Panel Soiling,Medium,Open,Niamh Walsh,2024-07-14 00:00:00,,,Breached,0.0,0.0,,Kildare
CASE-00697,WO-00697,ACC-012,Wicklow Solar Park,Grid Curtailment Complaint,Low,In Progress,Niamh Walsh,2024-10-19 00:00:00,,,Breached,0.0,0.0,,Wicklow
CASE-00698,WO-00698,ACC-015,Fingal Wind Farm,Sensor Dropout,Medium,In Progress,Declan Ryan,2024-12-31 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00699,WO-00699,ACC-005,South Dublin Wind Site,Safety Inspection,Critical,Closed,Declan Ryan,2024-02-18 00:00:00,2024-02-18 04:13:49,4.23,Breached,0.0,0.0,Scheduled Maintenance Done,Meath
CASE-00700,WO-00700,ACC-014,Fingal Wind Farm,Meter Reading Issue,Critical,Closed,Ciarán Murphy,2024-12-05 00:00:00,2024-12-05 07:24:30,7.41,Breached,0.0,0.0,,South
CASE-00701,WO-00701,ACC-006,Kildare Solar Park,Safety Inspection,Low,Open,Declan Ryan,2024-10-06 00:00:00,,,Breached,174.71,14.85,,Wicklow
CASE-00702,WO-00702,ACC-017,Fingal Wind Farm,Turbine Fault,High,Closed,Sinéad Byrne,2024-05-07 00:00:00,2024-05-07 15:20:59,15.35,Breached,514.67,43.75,Pending Investigation,Kildare
CASE-00703,WO-00703,ACC-009,South Dublin Wind Site,Safety Inspection,High,Open,Sinéad Byrne,2025-01-11 00:00:00,,,Breached,0.0,0.0,,South
CASE-00704,WO-00704,ACC-020,Meath Wind Farm,Sensor Dropout,Medium,In Progress,Aoife Kelly,2025-03-23 00:00:00,,,Breached,0.0,0.0,,Meath
CASE-00705,WO-00705,ACC-018,Kildare Solar Park,Safety Inspection,High,Closed,Niamh Walsh,2025-02-13 00:00:00,2025-02-13 17:26:52,17.45,Breached,730.09,62.06,,Wicklow
